Date,Winner,Loser,WRank,LRank,WPts,LPts,B365W,B365L,PSW,PSL
16/08/2021,Player27,Player57,4,48,4718,1587,1.32,3.44,1.36,3.54
16/08/2021,Player11,Player24,45,40,2050,2440,1.87,1.94,1.92,2.0
16/08/2021,Player1,Player51,60,27,994,3119,2.81,1.44,2.89,1.48
17/08/2021,Player14,Player5,11,21,4174,3756,1.63,2.3,1.67,2.37
17/08/2021,Player18,Player3,23,28,3354,3305,1.73,2.11,1.78,2.18
17/08/2021,Player29,Player54,54,47,1316,1574,2.0,1.82,2.06,1.87
18/08/2021,Player47,Player8,6,59,4446,901,1.25,4.01,1.29,4.12
18/08/2021,Player20,Player21,41,53,2260,1077,1.67,2.21,1.72,2.28
18/08/2021,Player2,Player41,44,51,1873,1403,1.84,1.97,1.9,2.03
19/08/2021,Player56,Player20,14,41,3706,2260,1.53,2.53,1.57,2.6
19/08/2021,Player42,Player44,13,22,3909,3686,1.78,2.05,1.83,2.11
19/08/2021,Player45,Player50,25,15,3083,3906,1.91,1.9,1.96,1.96
20/08/2021,Player52,Player4,3,19,4703,3295,1.62,2.31,1.67,2.37
20/08/2021,Player24,Player29,40,54,2440,1316,1.8,2.02,1.86,2.08
20/08/2021,Player43,Player12,1,26,4968,3655,1.4,2.96,1.45,3.05
21/08/2021,Player43,Player16,1,35,4968,2680,1.4,2.98,1.44,3.06
21/08/2021,Player7,Player55,20,36,3316,2316,1.62,2.31,1.67,2.38
21/08/2021,Player55,Player18,36,23,2316,3354,2.29,1.63,2.36,1.68
22/08/2021,Player56,Player24,14,40,3706,2440,1.41,2.94,1.45,3.02
22/08/2021,Player41,Player57,51,48,1403,1587,2.03,1.8,2.09,1.85
22/08/2021,Player23,Player53,8,2,3953,4719,2.06,1.77,2.12,1.83
23/08/2021,Player26,Player54,30,47,3202,1574,1.75,2.08,1.81,2.15
23/08/2021,Player44,Player50,22,15,3686,3906,2.08,1.76,2.14,1.81
23/08/2021,Player12,Player1,26,60,3655,994,1.31,3.49,1.35,3.6
24/08/2021,Player13,Player24,39,40,2325,2440,1.93,1.88,1.98,1.94
24/08/2021,Player2,Player27,44,4,1873,4718,2.92,1.41,3.01,1.45
24/08/2021,Player14,Player59,11,43,4174,2172,1.34,3.29,1.38,3.38
25/08/2021,Player10,Player19,31,50,2848,1479,1.6,2.36,1.64,2.43
25/08/2021,Player36,Player4,58,19,885,3295,3.33,1.33,3.43,1.37
25/08/2021,Player46,Player56,7,14,4796,3706,1.71,2.15,1.76,2.22
26/08/2021,Player40,Player26,17,30,3658,3202,1.78,2.05,1.83,2.11
26/08/2021,Player24,Player57,40,48,2440,1587,1.75,2.09,1.8,2.15
26/08/2021,Player5,Player39,21,37,3756,2389,1.65,2.26,1.7,2.32
27/08/2021,Player22,Player42,42,13,1754,3909,2.96,1.4,3.05,1.44
27/08/2021,Player20,Player13,41,39,2260,2325,2.08,1.75,2.14,1.81
27/08/2021,Player0,Player23,33,8,2577,3953,2.77,1.45,2.85,1.49
28/08/2021,Player5,Player36,21,58,3756,885,1.42,2.9,1.46,2.99
28/08/2021,Player8,Player29,59,54,901,1316,1.9,1.91,1.95,1.97
28/08/2021,Player57,Player26,48,30,1587,3202,2.57,1.51,2.65,1.56
29/08/2021,Player0,Player52,33,3,2577,4703,2.56,1.52,2.63,1.56
29/08/2021,Player12,Player41,26,51,3655,1403,1.48,2.69,1.52,2.77
29/08/2021,Player25,Player18,16,23,3895,3354,1.79,2.03,1.85,2.09
30/08/2021,Player43,Player30,1,56,4968,1065,1.3,3.59,1.33,3.69
30/08/2021,Player47,Player9,6,29,4446,3213,1.41,2.93,1.45,3.01
30/08/2021,Player34,Player51,32,27,2831,3119,1.81,2.01,1.86,2.07
31/08/2021,Player46,Player4,7,19,4796,3295,1.62,2.31,1.67,2.38
31/08/2021,Player49,Player3,10,28,4133,3305,1.64,2.28,1.69,2.34
31/08/2021,Player35,Player34,57,32,1093,2831,2.74,1.46,2.82,1.5
01/09/2021,Player24,Player25,40,16,2440,3895,2.31,1.62,2.37,1.67
01/09/2021,Player3,Player36,28,58,3305,885,1.38,3.05,1.43,3.14
01/09/2021,Player43,Player30,1,56,4968,1065,1.27,3.8,1.31,3.91
02/09/2021,Player55,Player46,36,7,2316,4796,2.77,1.45,2.85,1.49
02/09/2021,Player54,Player7,47,20,1574,3316,2.54,1.53,2.61,1.57
02/09/2021,Player3,Player37,28,52,3305,1222,1.52,2.55,1.57,2.62
03/09/2021,Player45,Player0,25,33,3083,2577,1.87,1.94,1.93,2.0
03/09/2021,Player28,Player40,18,17,3592,3658,1.9,1.91,1.95,1.97
03/09/2021,Player7,Player49,20,10,3316,4133,2.26,1.64,2.33,1.69
04/09/2021,Player13,Player1,39,60,2325,994,1.48,2.68,1.52,2.75
04/09/2021,Player41,Player19,51,50,1403,1479,2.17,1.7,2.23,1.75
04/09/2021,Player57,Player5,48,21,1587,3756,2.43,1.57,2.5,1.61
05/09/2021,Player53,Player7,2,20,4719,3316,1.67,2.21,1.72,2.28
05/09/2021,Player6,Player2,9,44,4577,1873,1.42,2.91,1.46,3.0
05/09/2021,Player35,Player6,57,9,1093,4577,3.33,1.33,3.43,1.37
06/09/2021,Player57,Player45,48,25,1587,3083,2.17,1.7,2.24,1.75
06/09/2021,Player24,Player52,40,3,2440,4703,2.81,1.44,2.9,1.48
06/09/2021,Player46,Player50,7,15,4796,3906,1.72,2.14,1.77,2.2
07/09/2021,Player15,Player57,34,48,2466,1587,1.74,2.1,1.79,2.16
07/09/2021,Player30,Player11,56,45,1065,2050,2.05,1.78,2.11,1.83
07/09/2021,Player17,Player12,49,26,1531,3655,2.5,1.54,2.58,1.58
08/09/2021,Player32,Player10,46,31,1603,2848,2.24,1.66,2.3,1.71
08/09/2021,Player12,Player51,26,27,3655,3119,1.73,2.12,1.78,2.19
08/09/2021,Player5,Player11,21,45,3756,2050,1.56,2.45,1.6,2.53
09/09/2021,Player53,Player7,2,20,4719,3316,1.65,2.26,1.7,2.32
09/09/2021,Player37,Player3,52,28,1222,3305,2.6,1.5,2.67,1.55
09/09/2021,Player48,Player39,12,37,4191,2389,1.61,2.34,1.65,2.41
10/09/2021,Player48,Player56,12,14,4191,3706,1.86,1.95,1.92,2.01
10/09/2021,Player59,Player26,43,30,2172,3202,2.32,1.61,2.39,1.66
10/09/2021,Player48,Player15,12,34,4191,2466,1.59,2.37,1.64,2.44
11/09/2021,Player45,Player35,25,57,3083,1093,1.37,3.13,1.41,3.23
11/09/2021,Player44,Player19,22,50,3686,1479,1.49,2.65,1.53,2.73
11/09/2021,Player54,Player0,47,33,1574,2577,1.98,1.84,2.03,1.89
12/09/2021,Player17,Player21,49,53,1531,1077,1.79,2.04,1.84,2.1
12/09/2021,Player53,Player43,2,1,4719,4968,1.95,1.86,2.01,1.91
12/09/2021,Player43,Player26,1,30,4968,3202,1.49,2.65,1.53,2.73
13/09/2021,Player15,Player41,34,51,2466,1403,1.63,2.29,1.68,2.36
13/09/2021,Player46,Player44,7,22,4796,3686,1.7,2.17,1.75,2.24
13/09/2021,Player15,Player32,34,46,2466,1603,1.7,2.17,1.75,2.23
14/09/2021,Player13,Player7,39,20,2325,3316,2.27,1.64,2.34,1.69
14/09/2021,Player3,Player21,28,53,3305,1077,1.49,2.64,1.53,2.72
14/09/2021,Player12,Player50,26,15,3655,3906,2.26,1.64,2.33,1.69
15/09/2021,Player55,Player27,36,4,2316,4718,2.44,1.56,2.51,1.61
15/09/2021,Player50,Player23,15,8,3906,3953,1.83,1.98,1.88,2.04
15/09/2021,Player11,Player36,45,58,2050,885,1.82,1.99,1.88,2.05
16/09/2021,Player54,Player37,47,52,1574,1222,1.79,2.04,1.84,2.1
16/09/2021,Player33,Player8,24,59,3673,901,1.41,2.95,1.45,3.04
16/09/2021,Player52,Player47,3,6,4703,4446,1.89,1.91,1.95,1.97
17/09/2021,Player5,Player41,21,51,3756,1403,1.48,2.67,1.52,2.75
17/09/2021,Player33,Player11,24,45,3673,2050,1.68,2.19,1.73,2.26
17/09/2021,Player53,Player20,2,41,4719,2260,1.41,2.94,1.45,3.03
18/09/2021,Player5,Player26,21,30,3756,3202,1.73,2.11,1.78,2.18
18/09/2021,Player28,Player34,18,32,3592,2831,1.6,2.35,1.65,2.42
18/09/2021,Player50,Player35,15,57,3906,1093,1.39,3.04,1.43,3.13
19/09/2021,Player46,Player2,7,44,4796,1873,1.37,3.1,1.41,3.2
19/09/2021,Player45,Player40,25,17,3083,3658,1.99,1.83,2.04,1.88
19/09/2021,Player59,Player47,43,6,2172,4446,3.31,1.34,3.4,1.38
20/09/2021,Player42,Player30,13,56,3909,1065,1.24,4.16,1.27,4.28
20/09/2021,Player12,Player21,26,53,3655,1077,1.54,2.49,1.59,2.56
20/09/2021,Player26,Player25,30,16,3202,3895,2.21,1.67,2.28,1.72
21/09/2021,Player38,Player29,5,54,4828,1316,1.31,3.48,1.35,3.59
21/09/2021,Player18,Player26,23,30,3354,3202,1.78,2.05,1.83,2.11
21/09/2021,Player6,Player17,9,49,4577,1531,1.38,3.07,1.42,3.16
22/09/2021,Player3,Player36,28,58,3305,885,1.58,2.4,1.63,2.47
22/09/2021,Player47,Player39,6,37,4446,2389,1.47,2.7,1.51,2.78
22/09/2021,Player46,Player16,7,35,4796,2680,1.66,2.23,1.71,2.29
23/09/2021,Player29,Player37,54,52,1316,1222,1.82,1.99,1.88,2.05
23/09/2021,Player57,Player32,48,46,1587,1603,2.0,1.82,2.06,1.87
23/09/2021,Player24,Player18,40,23,2440,3354,2.61,1.5,2.69,1.54
24/09/2021,Player43,Player1,1,60,4968,994,1.3,3.59,1.33,3.7
24/09/2021,Player44,Player47,22,6,3686,4446,2.57,1.51,2.64,1.56
24/09/2021,Player16,Player27,35,4,2680,4718,2.59,1.51,2.66,1.55
25/09/2021,Player58,Player1,38,60,2420,994,1.56,2.45,1.6,2.52
25/09/2021,Player3,Player58,28,38,3305,2420,1.77,2.06,1.82,2.12
25/09/2021,Player23,Player15,8,34,3953,2466,1.49,2.64,1.53,2.72
26/09/2021,Player44,Player28,22,18,3686,3592,1.94,1.87,2.0,1.92
26/09/2021,Player33,Player3,24,28,3673,3305,1.83,1.99,1.88,2.05
26/09/2021,Player28,Player53,18,2,3592,4719,2.34,1.6,2.41,1.65
27/09/2021,Player18,Player36,23,58,3354,885,1.46,2.73,1.51,2.81
27/09/2021,Player33,Player30,24,56,3673,1065,1.4,2.97,1.44,3.06
27/09/2021,Player7,Player11,20,45,3316,2050,1.53,2.52,1.58,2.59
28/09/2021,Player31,Player36,55,58,899,885,1.89,1.92,1.95,1.98
28/09/2021,Player12,Player13,26,39,3655,2325,1.69,2.18,1.74,2.25
28/09/2021,Player14,Player55,11,36,4174,2316,1.43,2.85,1.47,2.93
29/09/2021,Player13,Player57,39,48,2325,1587,1.72,2.14,1.77,2.2
29/09/2021,Player9,Player18,29,23,3213,3354,1.98,1.84,2.04,1.89
29/09/2021,Player3,Player5,28,21,3305,3756,2.01,1.81,2.07,1.86
30/09/2021,Player27,Player3,4,28,4718,3305,1.47,2.69,1.52,2.77
30/09/2021,Player21,Player8,53,59,1077,901,1.87,1.95,1.92,2.0
30/09/2021,Player23,Player58,8,38,3953,2420,1.56,2.44,1.61,2.51
01/10/2021,Player47,Player8,6,59,4446,901,1.24,4.11,1.28,4.24
01/10/2021,Player8,Player21,59,53,901,1077,2.17,1.7,2.23,1.75
01/10/2021,Player31,Player35,55,57,899,1093,1.91,1.9,1.97,1.95
02/10/2021,Player54,Player10,47,31,1574,2848,2.48,1.55,2.56,1.59
02/10/2021,Player28,Player40,18,17,3592,3658,1.99,1.83,2.05,1.88
02/10/2021,Player32,Player39,46,37,1603,2389,2.02,1.8,2.08,1.85
03/10/2021,Player37,Player57,52,48,1222,1587,1.99,1.82,2.05,1.88
03/10/2021,Player43,Player33,1,24,4968,3673,1.46,2.75,1.5,2.83
03/10/2021,Player58,Player11,38,45,2420,2050,1.83,1.98,1.89,2.04
04/10/2021,Player26,Player11,30,45,3202,2050,1.64,2.28,1.68,2.35
04/10/2021,Player28,Player48,18,12,3592,4191,1.8,2.03,1.85,2.09
04/10/2021,Player43,Player50,1,15,4968,3906,1.55,2.46,1.6,2.54
05/10/2021,Player58,Player33,38,24,2420,3673,2.15,1.71,2.22,1.76
05/10/2021,Player43,Player42,1,13,4968,3909,1.88,1.93,1.93,1.99
05/10/2021,Player5,Player31,21,55,3756,899,1.31,3.51,1.35,3.61
06/10/2021,Player46,Player34,7,32,4796,2831,1.42,2.87,1.47,2.96
06/10/2021,Player2,Player23,44,8,1873,3953,4.38,1.22,4.51,1.25
06/10/2021,Player7,Player40,20,17,3316,3658,2.07,1.77,2.13,1.82
07/10/2021,Player52,Player50,3,15,4703,3906,1.65,2.24,1.7,2.31
07/10/2021,Player24,Player17,40,49,2440,1531,1.68,2.19,1.73,2.26
07/10/2021,Player56,Player9,14,29,3706,3213,1.68,2.19,1.73,2.26
08/10/2021,Player18,Player50,23,15,3354,3906,2.03,1.8,2.08,1.85
08/10/2021,Player52,Player10,3,31,4703,2848,1.56,2.44,1.61,2.52
08/10/2021,Player33,Player7,24,20,3673,3316,2.06,1.77,2.12,1.82
09/10/2021,Player15,Player51,34,27,2466,3119,2.07,1.76,2.13,1.81
09/10/2021,Player44,Player35,22,57,3686,1093,1.43,2.83,1.48,2.92
09/10/2021,Player14,Player25,11,16,4174,3895,1.79,2.03,1.84,2.09
10/10/2021,Player30,Player56,56,14,1065,3706,3.13,1.37,3.22,1.41
10/10/2021,Player53,Player19,2,50,4719,1479,1.31,3.52,1.34,3.63
10/10/2021,Player2,Player29,44,54,1873,1316,1.72,2.13,1.77,2.19
11/10/2021,Player11,Player20,45,41,2050,2260,1.79,2.03,1.85,2.09
11/10/2021,Player6,Player29,9,54,4577,1316,1.37,3.1,1.42,3.19
11/10/2021,Player41,Player27,51,4,1403,4718,3.69,1.28,3.8,1.32
12/10/2021,Player42,Player1,13,60,3909,994,1.31,3.47,1.35,3.57
12/10/2021,Player13,Player0,39,33,2325,2577,2.16,1.7,2.22,1.75
12/10/2021,Player8,Player45,59,25,901,3083,2.85,1.43,2.93,1.47
13/10/2021,Player31,Player3,55,28,899,3305,2.32,1.61,2.39,1.66
13/10/2021,Player6,Player57,9,48,4577,1587,1.27,3.82,1.31,3.93
13/10/2021,Player39,Player47,37,6,2389,4446,2.73,1.46,2.81,1.51
14/10/2021,Player15,Player26,34,30,2466,3202,2.11,1.74,2.17,1.79
14/10/2021,Player40,Player12,17,26,3658,3655,1.79,2.04,1.84,2.1
14/10/2021,Player43,Player54,1,47,4968,1574,1.48,2.67,1.52,2.75
15/10/2021,Player6,Player34,9,32,4577,2831,1.49,2.63,1.54,2.71
15/10/2021,Player28,Player59,18,43,3592,2172,1.6,2.35,1.65,2.42
15/10/2021,Player33,Player11,24,45,3673,2050,1.65,2.26,1.7,2.32
16/10/2021,Player56,Player27,14,4,3706,4718,2.19,1.68,2.26,1.73
16/10/2021,Player49,Player18,10,23,4133,3354,1.6,2.36,1.64,2.43
16/10/2021,Player18,Player59,23,43,3354,2172,1.63,2.3,1.67,2.37
17/10/2021,Player28,Player41,18,51,3592,1403,1.44,2.81,1.48,2.89
17/10/2021,Player51,Player15,27,34,3119,2466,1.81,2.01,1.86,2.07
17/10/2021,Player50,Player15,15,34,3906,2466,1.59,2.37,1.64,2.44
18/10/2021,Player32,Player51,46,27,1603,3119,2.34,1.61,2.41,1.65
18/10/2021,Player23,Player40,8,17,3953,3658,1.9,1.91,1.96,1.96
18/10/2021,Player25,Player2,16,44,3895,1873,1.43,2.84,1.47,2.93
19/10/2021,Player53,Player7,2,20,4719,3316,1.63,2.3,1.67,2.37
19/10/2021,Player19,Player32,50,46,1479,1603,1.89,1.92,1.95,1.98
19/10/2021,Player55,Player26,36,30,2316,3202,2.24,1.66,2.31,1.7
20/10/2021,Player15,Player36,34,58,2466,885,1.49,2.64,1.53,2.72
20/10/2021,Player18,Player50,23,15,3354,3906,2.12,1.73,2.18,1.78
20/10/2021,Player7,Player35,20,57,3316,1093,1.31,3.52,1.34,3.63
21/10/2021,Player42,Player0,13,33,3909,2577,1.57,2.42,1.62,2.49
21/10/2021,Player18,Player41,23,51,3354,1403,1.42,2.91,1.46,2.99
21/10/2021,Player52,Player33,3,24,4703,3673,1.54,2.5,1.58,2.57
22/10/2021,Player56,Player41,14,51,3706,1403,1.39,3.03,1.43,3.12
22/10/2021,Player4,Player57,19,48,3295,1587,1.45,2.79,1.49,2.87
22/10/2021,Player29,Player5,54,21,1316,3756,2.74,1.46,2.82,1.5
23/10/2021,Player30,Player36,56,58,1065,885,1.88,1.93,1.93,1.99
23/10/2021,Player50,Player55,15,36,3906,2316,1.52,2.56,1.56,2.63
23/10/2021,Player49,Player19,10,50,4133,1479,1.37,3.11,1.41,3.2
24/10/2021,Player56,Player43,14,1,3706,4968,2.14,1.71,2.21,1.76
24/10/2021,Player56,Player54,14,47,3706,1574,1.53,2.51,1.58,2.59
24/10/2021,Player35,Player18,57,23,1093,3354,2.99,1.4,3.08,1.44
25/10/2021,Player47,Player6,6,9,4446,4577,1.73,2.11,1.78,2.18
25/10/2021,Player57,Player19,48,50,1587,1479,2.05,1.78,2.11,1.83
25/10/2021,Player33,Player48,24,12,3673,4191,2.57,1.51,2.64,1.56
26/10/2021,Player12,Player44,26,22,3655,3686,2.01,1.81,2.07,1.86
26/10/2021,Player14,Player53,11,2,4174,4719,2.16,1.7,2.23,1.75
26/10/2021,Player19,Player0,50,33,1479,2577,2.31,1.62,2.38,1.67
27/10/2021,Player18,Player59,23,43,3354,2172,1.7,2.16,1.75,2.23
27/10/2021,Player25,Player59,16,43,3895,2172,1.53,2.52,1.58,2.6
27/10/2021,Player26,Player31,30,55,3202,899,1.58,2.41,1.62,2.48
28/10/2021,Player56,Player48,14,12,3706,4191,1.9,1.91,1.96,1.97
28/10/2021,Player52,Player21,3,53,4703,1077,1.29,3.63,1.33,3.74
28/10/2021,Player46,Player40,7,17,4796,3658,1.67,2.22,1.72,2.28
29/10/2021,Player55,Player2,36,44,2316,1873,1.75,2.09,1.8,2.15
29/10/2021,Player57,Player12,48,26,1587,3655,2.84,1.43,2.93,1.47
29/10/2021,Player22,Player6,42,9,1754,4577,2.96,1.4,3.05,1.45
30/10/2021,Player17,Player49,49,10,1531,4133,2.97,1.4,3.06,1.44
30/10/2021,Player28,Player18,18,23,3592,3354,1.69,2.18,1.74,2.24
30/10/2021,Player3,Player37,28,52,3305,1222,1.47,2.7,1.51,2.78
31/10/2021,Player44,Player23,22,8,3686,3953,2.26,1.65,2.32,1.7
31/10/2021,Player42,Player51,13,27,3909,3119,1.71,2.16,1.76,2.22
31/10/2021,Player37,Player35,52,57,1222,1093,1.79,2.04,1.84,2.1
01/11/2021,Player5,Player57,21,48,3756,1587,1.42,2.91,1.46,3.0
01/11/2021,Player37,Player9,52,29,1222,3213,2.31,1.62,2.37,1.67
01/11/2021,Player17,Player24,49,40,1531,2440,1.95,1.86,2.01,1.92
02/11/2021,Player27,Player53,4,2,4718,4719,2.09,1.75,2.15,1.8
02/11/2021,Player23,Player16,8,35,3953,2680,1.58,2.39,1.63,2.46
02/11/2021,Player53,Player34,2,32,4719,2831,1.4,2.96,1.44,3.05
03/11/2021,Player56,Player47,14,6,3706,4446,2.1,1.75,2.16,1.8
03/11/2021,Player27,Player4,4,19,4718,3295,1.69,2.19,1.73,2.25
03/11/2021,Player14,Player54,11,47,4174,1574,1.35,3.26,1.38,3.36
04/11/2021,Player38,Player8,5,59,4828,901,1.22,4.3,1.26,4.43
04/11/2021,Player40,Player8,17,59,3658,901,1.33,3.32,1.37,3.42
04/11/2021,Player8,Player56,59,14,901,3706,3.69,1.28,3.8,1.32
05/11/2021,Player4,Player46,19,7,3295,4796,2.08,1.76,2.14,1.81
05/11/2021,Player23,Player46,8,7,3953,4796,2.17,1.7,2.24,1.75
05/11/2021,Player54,Player17,47,49,1574,1531,1.85,1.96,1.91,2.02
06/11/2021,Player5,Player29,21,54,3756,1316,1.41,2.95,1.45,3.04
06/11/2021,Player0,Player58,33,38,2577,2420,1.95,1.86,2.01,1.91
06/11/2021,Player59,Player29,43,54,2172,1316,1.89,1.92,1.95,1.97
07/11/2021,Player5,Player10,21,31,3756,2848,1.7,2.17,1.75,2.24
07/11/2021,Player16,Player8,35,59,2680,901,1.7,2.16,1.75,2.22
07/11/2021,Player39,Player26,37,30,2389,3202,1.97,1.84,2.03,1.89
08/11/2021,Player56,Player37,14,52,3706,1222,1.49,2.65,1.53,2.73
08/11/2021,Player54,Player50,47,15,1574,3906,2.44,1.56,2.51,1.61
08/11/2021,Player7,Player28,20,18,3316,3592,2.25,1.65,2.31,1.7
09/11/2021,Player56,Player57,14,48,3706,1587,1.42,2.89,1.46,2.98
09/11/2021,Player20,Player0,41,33,2260,2577,2.23,1.66,2.3,1.71
09/11/2021,Player6,Player14,9,11,4577,4174,1.85,1.96,1.91,2.02
10/11/2021,Player14,Player30,11,56,4174,1065,1.39,3.01,1.43,3.1
10/11/2021,Player40,Player42,17,13,3658,3909,2.14,1.71,2.21,1.76
10/11/2021,Player7,Player58,20,38,3316,2420,1.53,2.53,1.57,2.61
11/11/2021,Player34,Player13,32,39,2831,2325,1.7,2.17,1.75,2.23
11/11/2021,Player29,Player57,54,48,1316,1587,2.16,1.7,2.23,1.75
11/11/2021,Player44,Player28,22,18,3686,3592,1.93,1.88,1.99,1.93
12/11/2021,Player25,Player0,16,33,3895,2577,1.78,2.05,1.83,2.11
12/11/2021,Player12,Player59,26,43,3655,2172,1.7,2.17,1.75,2.24
12/11/2021,Player38,Player32,5,46,4828,1603,1.38,3.08,1.42,3.17
13/11/2021,Player20,Player22,41,42,2260,1754,1.92,1.89,1.97,1.95
13/11/2021,Player21,Player45,53,25,1077,3083,2.92,1.41,3.0,1.46
13/11/2021,Player52,Player21,3,53,4703,1077,1.35,3.26,1.39,3.35
14/11/2021,Player58,Player5,38,21,2420,3756,2.31,1.62,2.37,1.67
14/11/2021,Player50,Player35,15,57,3906,1093,1.36,3.19,1.4,3.28
14/11/2021,Player31,Player34,55,32,899,2831,2.36,1.6,2.43,1.64
15/11/2021,Player38,Player48,5,12,4828,4191,1.75,2.09,1.8,2.15
15/11/2021,Player25,Player20,16,41,3895,2260,1.65,2.26,1.7,2.32
15/11/2021,Player52,Player25,3,16,4703,3895,1.61,2.33,1.66,2.4
16/11/2021,Player1,Player36,60,58,994,885,2.07,1.76,2.13,1.82
16/11/2021,Player13,Player15,39,34,2325,2466,1.9,1.91,1.95,1.97
16/11/2021,Player10,Player25,31,16,2848,3895,2.36,1.6,2.42,1.65
17/11/2021,Player17,Player45,49,25,1531,3083,2.61,1.5,2.69,1.54
17/11/2021,Player7,Player39,20,37,3316,2389,1.7,2.17,1.75,2.24
17/11/2021,Player2,Player20,44,41,1873,2260,1.88,1.93,1.93,1.99
18/11/2021,Player57,Player50,48,15,1587,3906,2.47,1.55,2.54,1.6
18/11/2021,Player58,Player36,38,58,2420,885,1.48,2.66,1.53,2.74
18/11/2021,Player28,Player24,18,40,3592,2440,1.54,2.49,1.59,2.56
19/11/2021,Player38,Player25,5,16,4828,3895,1.86,1.95,1.91,2.01
19/11/2021,Player44,Player36,22,58,3686,885,1.37,3.14,1.41,3.23
19/11/2021,Player40,Player27,17,4,3658,4718,2.1,1.74,2.16,1.8
20/11/2021,Player38,Player30,5,56,4828,1065,1.38,3.05,1.42,3.14
20/11/2021,Player30,Player34,56,32,1065,2831,2.41,1.57,2.48,1.62
20/11/2021,Player44,Player31,22,55,3686,899,1.5,2.62,1.54,2.7
21/11/2021,Player6,Player4,9,19,4577,3295,1.74,2.11,1.79,2.17
21/11/2021,Player37,Player59,52,43,1222,2172,2.15,1.71,2.22,1.76
21/11/2021,Player49,Player38,10,5,4133,4828,2.1,1.74,2.17,1.79
22/11/2021,Player58,Player59,38,43,2420,2172,1.85,1.96,1.9,2.02
22/11/2021,Player0,Player21,33,53,2577,1077,1.52,2.54,1.57,2.62
22/11/2021,Player22,Player31,42,55,1754,899,1.63,2.3,1.67,2.36
23/11/2021,Player25,Player34,16,32,3895,2831,1.58,2.39,1.63,2.46
23/11/2021,Player27,Player6,4,9,4718,4577,1.74,2.1,1.79,2.16
23/11/2021,Player41,Player5,51,21,1403,3756,2.65,1.49,2.73,1.53
24/11/2021,Player11,Player13,45,39,2050,2325,1.82,2.0,1.87,2.06
24/11/2021,Player26,Player39,30,37,3202,2389,1.83,1.99,1.88,2.04
24/11/2021,Player26,Player44,30,22,3202,3686,1.94,1.87,1.99,1.93
25/11/2021,Player21,Player5,53,21,1077,3756,3.04,1.39,3.13,1.43
25/11/2021,Player19,Player6,50,9,1479,4577,3.02,1.39,3.11,1.43
25/11/2021,Player7,Player44,20,22,3316,3686,1.69,2.18,1.74,2.24
26/11/2021,Player32,Player23,46,8,1603,3953,2.72,1.47,2.8,1.51
26/11/2021,Player24,Player20,40,41,2440,2260,1.89,1.91,1.95,1.97
26/11/2021,Player25,Player57,16,48,3895,1587,1.49,2.63,1.54,2.71
27/11/2021,Player34,Player59,32,43,2831,2172,1.75,2.09,1.8,2.15
27/11/2021,Player45,Player37,25,52,3083,1222,1.51,2.57,1.56,2.65
27/11/2021,Player48,Player37,12,52,4191,1222,1.39,3.03,1.43,3.12
28/11/2021,Player38,Player8,5,59,4828,901,1.28,3.7,1.32,3.81
28/11/2021,Player27,Player2,4,44,4718,1873,1.47,2.71,1.51,2.79
28/11/2021,Player26,Player8,30,59,3202,901,1.45,2.79,1.49,2.87
29/11/2021,Player20,Player17,41,49,2260,1531,1.7,2.16,1.75,2.22
29/11/2021,Player4,Player43,19,1,3295,4968,2.5,1.54,2.57,1.58
29/11/2021,Player45,Player27,25,4,3083,4718,2.62,1.5,2.7,1.54
30/11/2021,Player43,Player0,1,33,4968,2577,1.53,2.51,1.58,2.59
30/11/2021,Player34,Player4,32,19,2831,3295,1.91,1.9,1.97,1.95
30/11/2021,Player0,Player23,33,8,2577,3953,2.39,1.59,2.46,1.63
01/12/2021,Player28,Player26,18,30,3592,3202,1.72,2.14,1.77,2.2
01/12/2021,Player2,Player32,44,46,1873,1603,2.09,1.75,2.15,1.8
01/12/2021,Player0,Player47,33,6,2577,4446,2.64,1.49,2.72,1.53
02/12/2021,Player10,Player11,31,45,2848,2050,1.59,2.38,1.63,2.45
02/12/2021,Player7,Player21,20,53,3316,1077,1.44,2.83,1.48,2.91
02/12/2021,Player22,Player17,42,49,1754,1531,1.94,1.87,1.99,1.93
03/12/2021,Player22,Player0,42,33,1754,2577,1.97,1.85,2.03,1.9
03/12/2021,Player37,Player23,52,8,1222,3953,2.93,1.41,3.01,1.45
03/12/2021,Player55,Player44,36,22,2316,3686,2.29,1.63,2.36,1.68
04/12/2021,Player8,Player33,59,24,901,3673,2.39,1.58,2.46,1.63
04/12/2021,Player54,Player22,47,42,1574,1754,1.94,1.87,2.0,1.92
04/12/2021,Player35,Player26,57,30,1093,3202,2.31,1.62,2.38,1.67
05/12/2021,Player52,Player48,3,12,4703,4191,1.75,2.09,1.8,2.16
05/12/2021,Player25,Player28,16,18,3895,3592,2.06,1.77,2.12,1.82
05/12/2021,Player43,Player15,1,34,4968,2466,1.56,2.45,1.6,2.52
06/12/2021,Player20,Player1,41,60,2260,994,1.68,2.19,1.73,2.26
06/12/2021,Player39,Player16,37,35,2389,2680,1.85,1.96,1.91,2.02
06/12/2021,Player17,Player49,49,10,1531,4133,2.62,1.5,2.7,1.54
07/12/2021,Player21,Player6,53,9,1077,4577,3.38,1.33,3.48,1.36
07/12/2021,Player16,Player33,35,24,2680,3673,2.24,1.66,2.3,1.71
