Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,PSCH,PSCD,PSCA
02/01/2022,Team19,Team3,0,0,H,1.44,4.99,6.4,1.48,5.13,6.59
02/01/2022,Team5,Team1,0,1,A,2.5,4.75,2.28,2.57,4.89,2.35
02/01/2022,Team3,Team10,1,0,H,5.64,3.87,1.63,5.8,3.98,1.68
03/01/2022,Team19,Team2,0,1,D,2.9,5.22,1.95,2.99,5.38,2.0
03/01/2022,Team19,Team2,3,2,D,2.77,3.9,2.31,2.85,4.02,2.38
03/01/2022,Team17,Team0,0,2,A,2.99,4.67,2.0,3.08,4.8,2.05
03/01/2022,Team18,Team3,0,0,H,1.76,4.69,3.71,1.81,4.83,3.82
04/01/2022,Team2,Team7,1,0,H,2.29,4.91,2.44,2.36,5.05,2.51
04/01/2022,Team18,Team8,1,1,A,3.73,4.48,1.79,3.84,4.62,1.84
04/01/2022,Team2,Team4,1,0,H,2.63,4.54,2.23,2.7,4.67,2.29
04/01/2022,Team7,Team1,4,0,H,2.11,5.13,2.63,2.17,5.28,2.7
05/01/2022,Team17,Team4,1,0,H,4.91,4.27,1.63,5.05,4.39,1.68
05/01/2022,Team8,Team2,1,0,H,2.15,4.8,2.66,2.21,4.94,2.74
05/01/2022,Team12,Team13,1,0,A,2.59,4.9,2.18,2.66,5.05,2.24
05/01/2022,Team11,Team12,2,1,D,1.42,5.64,6.01,1.46,5.81,6.18
06/01/2022,Team7,Team1,2,1,H,2.09,5.73,2.52,2.15,5.9,2.59
06/01/2022,Team5,Team1,1,0,H,2.27,5.41,2.36,2.33,5.57,2.43
06/01/2022,Team14,Team1,1,6,A,4.22,5.35,1.6,4.35,5.51,1.64
06/01/2022,Team15,Team11,0,1,D,2.1,4.62,2.8,2.16,4.76,2.88
07/01/2022,Team4,Team10,1,0,H,1.62,5.22,4.14,1.67,5.37,4.26
07/01/2022,Team17,Team5,2,0,A,3.06,4.76,1.95,3.15,4.9,2.01
07/01/2022,Team9,Team18,2,2,H,1.54,4.4,5.82,1.58,4.53,5.99
07/01/2022,Team11,Team0,0,1,A,1.88,4.87,3.18,1.94,5.01,3.28
08/01/2022,Team14,Team2,3,1,A,3.55,5.28,1.73,3.65,5.44,1.78
08/01/2022,Team0,Team18,6,0,H,1.55,4.22,5.95,1.6,4.35,6.13
08/01/2022,Team18,Team3,1,3,A,1.81,4.05,3.98,1.87,4.17,4.09
08/01/2022,Team12,Team14,0,2,A,2.39,4.69,2.39,2.46,4.83,2.46
09/01/2022,Team6,Team17,1,2,D,2.44,5.49,2.19,2.51,5.65,2.25
09/01/2022,Team12,Team6,1,2,A,2.3,4.43,2.56,2.37,4.56,2.64
09/01/2022,Team15,Team3,3,1,H,1.32,5.06,10.35,1.36,5.21,10.65
09/01/2022,Team16,Team15,1,5,A,2.78,3.9,2.31,2.86,4.01,2.37
10/01/2022,Team15,Team17,2,2,A,1.49,4.61,6.17,1.53,4.75,6.35
10/01/2022,Team16,Team18,0,2,A,1.52,4.69,5.55,1.57,4.82,5.72
10/01/2022,Team15,Team16,1,0,H,1.68,4.33,4.49,1.73,4.46,4.63
10/01/2022,Team18,Team13,4,2,H,3.1,4.64,1.95,3.2,4.78,2.01
11/01/2022,Team14,Team11,1,2,D,3.94,3.82,1.87,4.06,3.93,1.93
11/01/2022,Team8,Team4,1,2,H,2.89,4.48,2.08,2.97,4.61,2.14
11/01/2022,Team5,Team0,5,0,D,1.79,5.95,3.08,1.85,6.12,3.18
11/01/2022,Team14,Team12,2,0,D,1.86,5.38,3.06,1.91,5.54,3.15
12/01/2022,Team6,Team14,1,0,D,1.8,6.19,3.02,1.85,6.37,3.1
12/01/2022,Team6,Team5,0,2,A,4.92,3.44,1.8,5.07,3.54,1.85
12/01/2022,Team11,Team12,1,1,H,1.46,4.37,7.25,1.51,4.5,7.46
12/01/2022,Team7,Team12,4,1,H,1.38,5.13,7.59,1.42,5.28,7.82
13/01/2022,Team8,Team18,3,0,H,1.41,5.37,6.42,1.45,5.53,6.61
13/01/2022,Team4,Team16,1,1,H,1.65,4.89,4.16,1.7,5.04,4.28
13/01/2022,Team5,Team2,1,1,D,1.95,3.67,3.79,2.01,3.78,3.9
13/01/2022,Team12,Team14,0,1,A,2.18,4.97,2.57,2.24,5.12,2.64
14/01/2022,Team3,Team1,2,0,A,6.83,4.98,1.42,7.03,5.12,1.47
14/01/2022,Team19,Team10,0,0,D,2.3,4.99,2.41,2.37,5.14,2.48
14/01/2022,Team1,Team16,3,0,D,1.63,4.2,5.0,1.68,4.33,5.14
14/01/2022,Team2,Team1,0,0,A,2.77,5.0,2.04,2.85,5.14,2.1
15/01/2022,Team0,Team12,1,2,A,1.52,4.95,5.23,1.57,5.1,5.39
15/01/2022,Team18,Team12,3,1,H,2.17,5.13,2.53,2.24,5.28,2.61
15/01/2022,Team5,Team7,3,2,H,2.3,4.5,2.55,2.36,4.63,2.63
15/01/2022,Team16,Team15,0,2,A,3.07,4.51,1.99,3.16,4.65,2.05
16/01/2022,Team4,Team0,1,1,H,1.69,4.88,3.95,1.74,5.02,4.07
16/01/2022,Team2,Team4,0,1,A,2.43,4.42,2.43,2.5,4.55,2.5
16/01/2022,Team4,Team13,2,2,A,1.53,4.81,5.35,1.57,4.95,5.51
16/01/2022,Team0,Team1,2,0,D,2.7,4.05,2.31,2.77,4.17,2.38
17/01/2022,Team14,Team0,2,3,D,3.7,4.99,1.73,3.81,5.13,1.78
17/01/2022,Team1,Team5,2,0,H,1.79,4.97,3.45,1.84,5.12,3.55
17/01/2022,Team5,Team15,2,0,D,2.25,4.28,2.69,2.32,4.4,2.77
17/01/2022,Team14,Team4,0,0,A,4.1,5.15,1.63,4.22,5.31,1.68
18/01/2022,Team10,Team9,1,3,A,2.38,4.43,2.48,2.45,4.56,2.55
18/01/2022,Team3,Team19,0,1,H,3.35,4.79,1.84,3.44,4.94,1.9
18/01/2022,Team16,Team10,0,5,A,2.24,5.58,2.36,2.31,5.75,2.43
18/01/2022,Team8,Team10,0,2,A,1.81,5.55,3.14,1.87,5.71,3.24
19/01/2022,Team16,Team6,3,1,H,1.4,6.83,5.28,1.44,7.03,5.43
19/01/2022,Team8,Team6,2,0,H,1.54,4.69,5.34,1.58,4.83,5.5
19/01/2022,Team19,Team2,2,1,D,2.63,5.86,2.0,2.71,6.03,2.06
19/01/2022,Team7,Team3,1,1,H,1.31,5.29,10.3,1.35,5.45,10.6
20/01/2022,Team19,Team0,1,2,A,2.76,4.3,2.2,2.84,4.42,2.26
20/01/2022,Team15,Team13,3,0,D,1.53,5.1,4.94,1.58,5.25,5.09
20/01/2022,Team13,Team3,0,0,H,1.49,4.27,6.81,1.54,4.4,7.01
20/01/2022,Team0,Team15,0,0,A,2.08,6.24,2.45,2.14,6.43,2.52
21/01/2022,Team3,Team0,0,2,A,4.98,4.39,1.61,5.12,4.52,1.66
21/01/2022,Team18,Team10,1,1,D,2.92,5.2,1.94,3.01,5.35,2.0
21/01/2022,Team1,Team17,1,0,H,1.6,4.15,5.5,1.64,4.27,5.66
21/01/2022,Team7,Team12,1,3,A,1.39,4.7,8.36,1.43,4.83,8.6
22/01/2022,Team19,Team15,4,0,H,3.28,5.57,1.77,3.38,5.74,1.82
22/01/2022,Team13,Team7,1,0,H,2.94,5.24,1.93,3.02,5.4,1.98
22/01/2022,Team17,Team8,0,2,A,2.66,5.05,2.1,2.74,5.2,2.16
22/01/2022,Team13,Team0,1,4,D,2.71,4.65,2.15,2.79,4.78,2.21
23/01/2022,Team16,Team6,1,1,D,1.84,4.66,3.41,1.9,4.79,3.51
23/01/2022,Team8,Team2,1,0,D,2.05,4.98,2.76,2.11,5.12,2.84
23/01/2022,Team11,Team15,1,1,D,2.31,4.85,2.44,2.38,4.99,2.51
23/01/2022,Team7,Team4,1,1,A,2.36,4.74,2.41,2.43,4.88,2.48
24/01/2022,Team9,Team5,1,1,H,2.28,4.97,2.43,2.35,5.11,2.51
24/01/2022,Team12,Team7,2,1,H,3.68,9.38,1.49,3.78,9.65,1.53
24/01/2022,Team8,Team9,0,1,A,2.05,5.02,2.75,2.11,5.17,2.83
24/01/2022,Team15,Team6,1,1,H,1.47,4.54,6.73,1.51,4.67,6.93
25/01/2022,Team5,Team13,4,3,D,1.68,4.27,4.53,1.73,4.39,4.66
25/01/2022,Team0,Team4,3,0,H,2.47,5.26,2.19,2.55,5.42,2.26
25/01/2022,Team9,Team17,1,2,A,1.63,4.47,4.71,1.68,4.6,4.85
25/01/2022,Team11,Team12,2,4,D,1.39,5.59,6.65,1.43,5.76,6.85
26/01/2022,Team17,Team11,1,1,A,3.27,4.04,2.01,3.36,4.16,2.07
26/01/2022,Team18,Team10,1,0,A,3.44,4.65,1.84,3.55,4.79,1.89
26/01/2022,Team6,Team1,0,0,A,4.4,6.69,1.48,4.53,6.89,1.53
26/01/2022,Team2,Team15,4,2,A,2.3,6.17,2.2,2.37,6.35,2.27
27/01/2022,Team0,Team10,2,0,D,1.86,5.46,3.05,1.91,5.62,3.14
27/01/2022,Team4,Team17,1,1,H,1.6,3.95,5.88,1.64,4.06,6.05
27/01/2022,Team13,Team11,1,1,A,2.99,4.24,2.09,3.07,4.36,2.15
27/01/2022,Team10,Team18,2,1,H,1.75,3.9,4.53,1.8,4.01,4.66
28/01/2022,Team6,Team11,3,1,H,4.82,4.57,1.6,4.96,4.71,1.65
28/01/2022,Team3,Team11,0,2,A,5.72,4.42,1.54,5.88,4.55,1.59
28/01/2022,Team8,Team3,2,0,H,1.36,4.21,12.64,1.4,4.33,13.01
28/01/2022,Team5,Team15,1,1,H,2.17,4.15,2.88,2.23,4.27,2.96
29/01/2022,Team19,Team11,4,0,A,2.85,5.04,2.0,2.94,5.19,2.05
29/01/2022,Team19,Team15,2,1,A,3.4,5.54,1.74,3.5,5.7,1.79
29/01/2022,Team7,Team12,0,0,H,1.42,4.6,7.75,1.46,4.74,7.98
29/01/2022,Team11,Team4,1,3,A,2.22,5.46,2.4,2.29,5.63,2.47
30/01/2022,Team12,Team7,1,2,D,5.46,5.21,1.48,5.62,5.36,1.53
30/01/2022,Team10,Team6,0,1,H,1.69,4.62,4.11,1.74,4.76,4.23
30/01/2022,Team13,Team10,4,0,H,2.19,3.85,2.99,2.26,3.97,3.08
30/01/2022,Team4,Team3,1,3,D,1.35,4.21,13.46,1.39,4.33,13.86
31/01/2022,Team18,Team11,1,3,A,4.15,5.65,1.58,4.27,5.82,1.63
31/01/2022,Team11,Team10,0,1,H,1.84,4.49,3.53,1.89,4.62,3.63
31/01/2022,Team13,Team9,1,2,A,2.42,5.02,2.29,2.49,5.17,2.35
31/01/2022,Team1,Team12,1,2,H,1.5,3.94,7.85,1.54,4.06,8.08
01/02/2022,Team11,Team0,2,2,H,2.08,4.26,2.98,2.14,4.38,3.07
01/02/2022,Team6,Team8,2,1,H,3.87,4.32,1.79,3.98,4.44,1.84
01/02/2022,Team6,Team13,1,4,D,2.54,4.02,2.45,2.61,4.14,2.53
01/02/2022,Team17,Team1,2,5,A,3.93,5.33,1.65,4.04,5.48,1.69
02/02/2022,Team7,Team10,4,2,H,1.67,5.0,3.96,1.72,5.15,4.07
02/02/2022,Team12,Team7,1,0,H,4.46,3.82,1.77,4.59,3.93,1.82
02/02/2022,Team9,Team0,0,2,A,2.04,4.91,2.81,2.1,5.06,2.89
02/02/2022,Team15,Team14,1,3,A,1.39,4.63,8.63,1.43,4.77,8.89
03/02/2022,Team17,Team9,1,3,A,2.93,5.14,1.95,3.01,5.29,2.0
03/02/2022,Team15,Team8,1,0,H,1.78,5.79,3.18,1.83,5.96,3.28
03/02/2022,Team9,Team4,2,2,D,2.47,5.53,2.15,2.55,5.69,2.21
03/02/2022,Team17,Team7,3,2,A,4.26,4.2,1.73,4.39,4.33,1.78
04/02/2022,Team18,Team4,0,0,A,5.46,5.1,1.49,5.62,5.25,1.53
04/02/2022,Team0,Team9,1,1,A,1.82,5.3,3.21,1.87,5.46,3.3
04/02/2022,Team6,Team19,2,1,A,2.37,4.28,2.53,2.44,4.41,2.6
04/02/2022,Team15,Team1,4,0,H,2.19,5.05,2.53,2.25,5.2,2.61
05/02/2022,Team11,Team0,0,0,H,1.81,5.31,3.23,1.87,5.47,3.32
05/02/2022,Team11,Team4,0,2,A,2.32,5.43,2.3,2.39,5.59,2.37
05/02/2022,Team16,Team14,0,1,H,1.61,6.95,3.5,1.66,7.15,3.6
05/02/2022,Team6,Team14,0,0,H,2.24,4.45,2.64,2.31,4.58,2.72
06/02/2022,Team7,Team17,2,0,A,1.43,5.4,6.05,1.47,5.56,6.22
06/02/2022,Team16,Team11,1,3,A,2.41,4.56,2.41,2.48,4.69,2.48
06/02/2022,Team14,Team19,1,0,H,2.36,5.63,2.23,2.43,5.79,2.3
06/02/2022,Team1,Team4,0,2,A,2.16,5.33,2.51,2.22,5.49,2.58
07/02/2022,Team19,Team12,1,2,H,1.74,4.51,3.95,1.79,4.65,4.06
07/02/2022,Team0,Team10,0,0,H,1.81,5.15,3.31,1.86,5.3,3.4
07/02/2022,Team14,Team15,0,2,A,4.05,4.5,1.72,4.17,4.63,1.77
07/02/2022,Team14,Team2,2,0,A,3.27,4.47,1.92,3.37,4.6,1.98
08/02/2022,Team1,Team2,0,1,A,1.74,5.17,3.55,1.79,5.33,3.65
08/02/2022,Team10,Team13,1,0,H,1.97,4.1,3.35,2.03,4.22,3.45
08/02/2022,Team3,Team14,2,2,A,3.13,5.46,1.83,3.22,5.62,1.88
08/02/2022,Team6,Team18,2,1,D,1.99,4.82,2.94,2.05,4.96,3.03
09/02/2022,Team2,Team13,1,0,A,1.76,4.76,3.68,1.81,4.9,3.79
09/02/2022,Team9,Team13,0,1,A,1.94,4.69,3.1,2.0,4.83,3.19
09/02/2022,Team2,Team4,2,1,D,2.7,4.19,2.27,2.78,4.31,2.33
09/02/2022,Team11,Team3,1,0,H,1.39,4.58,9.07,1.43,4.71,9.33
10/02/2022,Team1,Team17,2,3,H,1.4,4.43,9.31,1.44,4.56,9.58
10/02/2022,Team12,Team17,3,1,H,2.2,5.65,2.39,2.27,5.82,2.46
10/02/2022,Team3,Team18,1,3,A,2.49,4.43,2.36,2.57,4.56,2.43
10/02/2022,Team1,Team13,2,0,H,1.52,5.18,5.02,1.57,5.33,5.17
11/02/2022,Team3,Team16,1,1,H,4.67,4.72,1.6,4.81,4.86,1.65
11/02/2022,Team1,Team3,1,2,H,1.31,4.53,14.57,1.35,4.66,14.99
11/02/2022,Team1,Team2,4,0,H,1.72,4.8,3.84,1.77,4.94,3.96
11/02/2022,Team7,Team5,3,0,H,1.7,5.63,3.52,1.75,5.79,3.62
12/02/2022,Team11,Team1,1,3,H,2.25,5.49,2.36,2.32,5.65,2.43
12/02/2022,Team5,Team3,2,0,H,1.28,4.05,46.68,1.32,4.16,48.06
12/02/2022,Team12,Team3,2,0,H,1.62,5.24,4.16,1.66,5.4,4.28
12/02/2022,Team5,Team9,0,3,A,1.76,7.09,2.94,1.81,7.3,3.02
13/02/2022,Team19,Team16,0,1,H,2.27,4.96,2.45,2.34,5.11,2.52
13/02/2022,Team1,Team2,0,0,H,1.53,7.25,3.87,1.58,7.47,3.98
13/02/2022,Team17,Team10,1,2,A,2.4,4.25,2.51,2.47,4.38,2.59
13/02/2022,Team17,Team14,0,1,H,1.89,4.35,3.45,1.94,4.48,3.55
14/02/2022,Team5,Team12,3,3,D,1.44,4.22,8.53,1.48,4.34,8.79
14/02/2022,Team3,Team8,0,1,A,8.22,4.04,1.47,8.46,4.16,1.51
14/02/2022,Team14,Team13,1,2,D,2.55,4.24,2.37,2.62,4.37,2.44
14/02/2022,Team1,Team13,1,1,H,1.48,5.55,5.17,1.52,5.72,5.33
15/02/2022,Team2,Team4,1,2,H,2.7,4.18,2.27,2.78,4.3,2.34
15/02/2022,Team4,Team14,2,1,H,1.52,3.79,7.77,1.57,3.9,8.0
15/02/2022,Team12,Team19,5,4,H,2.8,4.93,2.04,2.89,5.07,2.1
15/02/2022,Team13,Team10,0,1,D,2.31,5.06,2.38,2.38,5.21,2.45
16/02/2022,Team2,Team3,0,1,H,1.41,4.49,8.63,1.45,4.62,8.88
16/02/2022,Team7,Team14,1,2,D,1.56,4.61,5.23,1.6,4.75,5.39
16/02/2022,Team15,Team18,1,2,H,1.39,4.98,7.75,1.43,5.13,7.98
16/02/2022,Team11,Team1,0,1,A,2.61,4.59,2.23,2.69,4.73,2.29
17/02/2022,Team2,Team3,1,0,H,1.33,5.06,10.01,1.37,5.21,10.3
17/02/2022,Team13,Team16,1,1,H,1.95,5.92,2.72,2.01,6.09,2.8
17/02/2022,Team13,Team4,0,2,H,3.69,4.29,1.83,3.8,4.42,1.88
17/02/2022,Team16,Team2,2,3,A,2.4,4.82,2.34,2.48,4.96,2.41
18/02/2022,Team3,Team5,0,2,A,6.22,5.66,1.4,6.41,5.83,1.44
18/02/2022,Team2,Team3,2,1,H,1.3,4.4,18.16,1.34,4.53,18.69
18/02/2022,Team17,Team5,3,2,A,2.52,7.28,1.94,2.6,7.5,1.99
18/02/2022,Team15,Team7,0,3,D,2.16,4.14,2.89,2.23,4.27,2.97
19/02/2022,Team9,Team19,0,2,H,1.72,6.2,3.25,1.77,6.38,3.35
19/02/2022,Team11,Team0,1,1,H,2.0,4.43,3.08,2.06,4.56,3.17
19/02/2022,Team16,Team14,0,1,A,1.75,4.18,4.18,1.8,4.3,4.3
19/02/2022,Team12,Team9,4,0,A,3.7,6.05,1.63,3.81,6.23,1.67
20/02/2022,Team17,Team11,1,1,H,3.2,4.71,1.9,3.3,4.85,1.96
20/02/2022,Team1,Team16,4,3,D,1.7,4.42,4.23,1.75,4.55,4.36
20/02/2022,Team10,Team3,3,3,A,1.43,4.8,7.09,1.47,4.94,7.3
20/02/2022,Team2,Team6,1,1,H,1.54,5.18,4.79,1.59,5.34,4.93
21/02/2022,Team6,Team10,1,0,H,2.97,4.33,2.07,3.06,4.46,2.13
21/02/2022,Team0,Team15,1,1,H,2.34,4.35,2.55,2.41,4.48,2.62
21/02/2022,Team13,Team4,1,2,A,3.51,3.91,1.96,3.61,4.03,2.02
21/02/2022,Team6,Team12,2,1,A,2.07,4.57,2.88,2.13,4.71,2.97
22/02/2022,Team7,Team9,3,0,H,1.87,4.91,3.2,1.93,5.05,3.3
22/02/2022,Team0,Team3,3,0,H,1.39,4.0,12.32,1.43,4.11,12.68
22/02/2022,Team11,Team18,3,0,H,1.32,5.51,9.04,1.36,5.67,9.3
22/02/2022,Team15,Team12,0,0,H,1.49,4.88,5.78,1.53,5.02,5.95
23/02/2022,Team2,Team6,1,3,H,1.57,5.02,4.7,1.61,5.17,4.84
23/02/2022,Team15,Team12,2,0,H,1.39,5.31,7.04,1.43,5.46,7.25
23/02/2022,Team14,Team11,0,1,A,4.81,4.08,1.67,4.96,4.2,1.72
23/02/2022,Team18,Team7,1,0,A,4.23,4.55,1.69,4.35,4.68,1.73
24/02/2022,Team5,Team3,0,2,H,1.31,4.47,15.34,1.35,4.6,15.8
24/02/2022,Team7,Team2,2,1,H,2.01,4.18,3.2,2.06,4.31,3.3
24/02/2022,Team19,Team15,0,2,A,2.98,4.77,1.98,3.06,4.92,2.04
24/02/2022,Team12,Team17,2,2,D,2.67,3.8,2.43,2.75,3.91,2.5
25/02/2022,Team19,Team5,0,3,A,2.69,5.81,1.97,2.77,5.99,2.03
25/02/2022,Team13,Team11,1,1,A,2.71,5.46,2.01,2.79,5.62,2.07
25/02/2022,Team16,Team15,1,1,H,2.61,4.29,2.31,2.68,4.42,2.38
25/02/2022,Team4,Team1,0,1,A,2.02,5.07,2.79,2.08,5.21,2.87
26/02/2022,Team14,Team2,1,2,D,3.28,4.97,1.84,3.37,5.12,1.89
26/02/2022,Team0,Team3,1,2,H,1.26,6.18,10.65,1.3,6.37,10.96
26/02/2022,Team0,Team1,0,0,H,2.56,5.25,2.13,2.63,5.41,2.2
26/02/2022,Team15,Team2,1,0,H,1.85,5.75,2.98,1.9,5.92,3.07
27/02/2022,Team18,Team0,0,0,H,4.21,4.65,1.67,4.34,4.79,1.72
27/02/2022,Team5,Team0,0,0,H,2.0,4.82,2.91,2.06,4.97,3.0
27/02/2022,Team9,Team18,2,1,H,1.38,5.83,6.54,1.42,6.01,6.73
27/02/2022,Team8,Team11,1,0,A,2.15,5.34,2.52,2.21,5.49,2.59
28/02/2022,Team17,Team14,0,0,A,2.04,5.36,2.67,2.1,5.51,2.75
28/02/2022,Team13,Team11,1,2,H,2.97,4.89,1.97,3.05,5.03,2.03
28/02/2022,Team5,Team18,2,2,D,1.41,4.35,8.85,1.46,4.48,9.11
28/02/2022,Team4,Team11,1,1,A,1.88,4.35,3.47,1.93,4.48,3.57
01/03/2022,Team7,Team12,3,1,H,1.38,5.46,6.9,1.43,5.62,7.1
01/03/2022,Team19,Team7,1,1,A,3.26,4.55,1.91,3.35,4.68,1.97
01/03/2022,Team11,Team13,2,2,D,1.55,5.54,4.48,1.59,5.7,4.61
01/03/2022,Team0,Team1,1,1,H,2.64,4.52,2.22,2.72,4.65,2.29
02/03/2022,Team17,Team3,2,0,H,1.46,4.99,6.15,1.5,5.13,6.34
02/03/2022,Team14,Team19,3,1,D,2.21,5.02,2.51,2.28,5.17,2.58
02/03/2022,Team8,Team18,1,0,H,1.51,3.85,7.9,1.55,3.96,8.13
02/03/2022,Team4,Team1,0,1,A,2.04,4.26,3.07,2.1,4.39,3.16
03/03/2022,Team12,Team3,2,0,H,1.76,4.37,3.94,1.82,4.5,4.05
03/03/2022,Team0,Team4,1,1,D,2.86,4.8,2.03,2.94,4.95,2.09
03/03/2022,Team9,Team12,1,6,D,1.44,4.95,6.5,1.48,5.09,6.69
03/03/2022,Team13,Team3,1,1,H,1.42,5.31,6.25,1.47,5.47,6.43
04/03/2022,Team8,Team3,0,0,H,1.32,5.13,10.33,1.36,5.28,10.64
04/03/2022,Team13,Team15,0,1,A,3.22,4.37,1.96,3.31,4.5,2.02
04/03/2022,Team2,Team4,0,0,A,2.73,4.37,2.2,2.81,4.5,2.26
04/03/2022,Team7,Team10,1,2,H,1.67,5.9,3.57,1.71,6.08,3.67
05/03/2022,Team2,Team0,0,2,A,2.08,4.86,2.75,2.14,5.0,2.83
05/03/2022,Team10,Team19,0,0,H,1.93,4.49,3.23,1.99,4.62,3.33
05/03/2022,Team16,Team14,0,2,A,1.81,4.89,3.4,1.87,5.03,3.5
05/03/2022,Team8,Team16,0,3,A,1.88,4.38,3.45,1.94,4.51,3.55
06/03/2022,Team17,Team8,2,0,D,2.96,4.58,2.03,3.05,4.71,2.08
06/03/2022,Team9,Team15,2,1,D,2.17,4.74,2.64,2.24,4.88,2.72
06/03/2022,Team1,Team7,0,1,H,1.84,5.31,3.15,1.89,5.47,3.24
06/03/2022,Team3,Team1,3,1,D,8.77,4.51,1.4,9.02,4.64,1.44
07/03/2022,Team7,Team8,4,2,D,2.18,3.93,2.98,2.24,4.04,3.06
07/03/2022,Team7,Team13,2,2,H,1.63,4.41,4.73,1.68,4.54,4.87
07/03/2022,Team1,Team9,1,0,H,1.62,5.57,3.95,1.67,5.73,4.06
07/03/2022,Team4,Team19,0,1,D,1.54,4.95,4.98,1.59,5.09,5.13
08/03/2022,Team18,Team12,0,1,H,2.11,4.13,2.99,2.18,4.25,3.08
08/03/2022,Team6,Team18,2,1,H,1.89,3.95,3.75,1.94,4.06,3.86
08/03/2022,Team6,Team15,2,2,A,3.93,6.05,1.59,4.05,6.23,1.63
08/03/2022,Team1,Team10,0,3,A,1.66,4.81,4.17,1.71,4.95,4.3
09/03/2022,Team7,Team16,1,2,H,1.59,7.01,3.57,1.64,7.21,3.68
09/03/2022,Team3,Team15,0,0,A,6.22,3.94,1.57,6.41,4.06,1.62
09/03/2022,Team4,Team5,2,0,H,1.79,4.88,3.49,1.84,5.02,3.59
09/03/2022,Team18,Team17,2,5,A,2.66,4.34,2.25,2.74,4.46,2.32
10/03/2022,Team13,Team17,0,2,H,1.99,4.95,2.88,2.05,5.1,2.97
10/03/2022,Team1,Team16,1,1,D,1.61,4.82,4.51,1.66,4.96,4.64
10/03/2022,Team13,Team18,2,0,D,1.48,4.34,6.88,1.53,4.47,7.08
10/03/2022,Team16,Team17,1,2,A,1.74,5.15,3.57,1.79,5.3,3.67
11/03/2022,Team10,Team15,0,1,A,2.63,4.58,2.21,2.71,4.71,2.28
11/03/2022,Team3,Team4,1,2,A,8.13,4.52,1.42,8.37,4.65,1.46
11/03/2022,Team5,Team19,1,1,A,1.54,4.99,5.0,1.58,5.14,5.15
11/03/2022,Team12,Team19,0,2,H,2.4,4.86,2.34,2.47,5.01,2.41
12/03/2022,Team4,Team17,1,0,A,1.49,4.82,5.87,1.53,4.96,6.05
12/03/2022,Team9,Team19,0,1,D,1.66,4.17,4.83,1.71,4.29,4.97
12/03/2022,Team1,Team4,0,2,A,2.28,4.61,2.54,2.34,4.75,2.61
12/03/2022,Team14,Team16,1,0,H,2.93,4.84,1.99,3.02,4.98,2.05
13/03/2022,Team17,Team3,0,0,H,1.51,4.8,5.56,1.56,4.94,5.72
13/03/2022,Team6,Team9,1,0,D,2.92,4.47,2.07,3.01,4.6,2.13
13/03/2022,Team6,Team16,2,2,H,2.64,4.63,2.2,2.72,4.77,2.26
13/03/2022,Team9,Team2,0,1,A,2.13,4.75,2.7,2.2,4.89,2.78
14/03/2022,Team3,Team4,0,3,A,7.13,5.12,1.4,7.34,5.27,1.44
14/03/2022,Team1,Team8,0,0,A,1.58,5.21,4.43,1.63,5.36,4.56
14/03/2022,Team5,Team17,0,0,H,1.51,5.18,5.11,1.56,5.34,5.26
14/03/2022,Team15,Team19,0,1,H,1.61,5.33,4.17,1.65,5.49,4.29
15/03/2022,Team0,Team13,1,0,H,1.64,4.45,4.64,1.69,4.58,4.78
15/03/2022,Team18,Team6,0,1,D,2.12,4.95,2.66,2.18,5.1,2.74
15/03/2022,Team3,Team10,1,2,A,4.45,4.11,1.72,4.58,4.24,1.77
15/03/2022,Team19,Team3,2,1,H,1.43,5.66,5.77,1.47,5.83,5.94
16/03/2022,Team1,Team6,0,1,H,1.39,6.07,5.97,1.43,6.25,6.15
16/03/2022,Team8,Team14,1,0,D,1.57,5.19,4.56,1.61,5.34,4.7
16/03/2022,Team7,Team9,0,2,A,1.91,4.89,3.1,1.97,5.03,3.19
16/03/2022,Team9,Team6,1,0,A,1.64,4.81,4.31,1.69,4.95,4.44
17/03/2022,Team19,Team11,1,1,H,3.45,4.44,1.87,3.56,4.57,1.92
17/03/2022,Team11,Team6,2,1,H,1.53,4.53,5.74,1.57,4.66,5.91
17/03/2022,Team1,Team5,1,1,H,1.74,5.45,3.45,1.79,5.61,3.55
17/03/2022,Team15,Team6,5,2,D,1.47,4.29,7.23,1.52,4.42,7.44
18/03/2022,Team3,Team2,2,0,A,7.54,4.01,1.5,7.76,4.13,1.54
18/03/2022,Team19,Team9,2,1,D,2.73,4.14,2.26,2.82,4.27,2.32
18/03/2022,Team5,Team4,3,1,H,2.48,4.89,2.26,2.55,5.04,2.33
18/03/2022,Team17,Team14,0,1,A,2.01,4.32,3.11,2.07,4.45,3.2
19/03/2022,Team10,Team0,0,1,A,2.6,4.96,2.15,2.68,5.1,2.22
19/03/2022,Team11,Team2,4,0,H,1.98,4.24,3.23,2.04,4.36,3.32
19/03/2022,Team17,Team2,2,1,D,2.89,4.82,2.01,2.97,4.96,2.07
19/03/2022,Team11,Team13,1,3,H,1.65,4.68,4.37,1.69,4.82,4.5
20/03/2022,Team14,Team8,0,6,A,2.81,5.26,1.98,2.9,5.42,2.04
20/03/2022,Team17,Team7,1,0,A,3.21,5.52,1.79,3.3,5.68,1.85
